company,sector,stage_at_observation,location,ceo_personality,team_openness_mean,team_conscientiousness_mean,team_extraversion_mean,team_agreeableness_mean,team_neuroticism_mean,founder_age,founder_prev_exits,founder_experience_years_pre,founder_tech_background,pre_series_a_months_since_founded,pre_series_a_team_size,pre_series_a_release_freq,market_size_usd,pre_series_a_mrr_usd,pre_series_a_growth_3m,pre_series_a_prior_funding_usd,pre_series_a_burn_usd,burn_multiple,pipeline_conversion_rate,competition_density,sector_trend_score_at_investment,buzzword_density,prior_investor_reputation,syndicate_size,prior_investor_followon_rate,pre_series_a_val_rev_ratio,current_employee_count,raised_series_a_36m,exited_36m,shutdown_36m,success_36m,mrr_peak_usd_36m
Atlas OS,SaaS,Pre-Seed,UK,Visionary,0.737,0.443,0.711,0.237,0.515,43,0,4,1,21,8,0,17496061.65,23658.93,0.208,156227.33,20324.2,0.343,0.24,3,0.621,0.199,0.461,1,0.362,10.015,9,1,0,1,0,40308.72
Sigma Analytics,SaaS,Seed,US,Engineer,0.65,0.609,0.553,0.436,0.405,39,0,9,1,8,19,3,13083685.22,8755.14,0.093,2876219.17,70271.33,7.227,0.032,1,0.367,0.331,0.356,2,0.251,22.111,23,0,0,1,0,45969.5
Hyper Works,SaaS,Seed,EU,Visionary,0.758,0.508,0.688,0.506,0.457,35,0,11,1,31,14,2,15989511.78,49272.83,0.106,584892.0,57128.42,0.91,0.124,5,0.55,0.158,0.329,3,0.415,22.441,17,0,0,1,0,110958.72
Atlas Cloud,AI/ML,Seed,EU,Operator,0.555,0.719,0.592,0.557,0.342,20,0,7,1,41,14,2,1427825.84,14406.29,0.29,495390.92,67546.53,1.346,0.19,2,0.435,0.461,0.586,3,0.438,9.896,20,1,1,1,0,608024.51
Zen Works,Hardware,Pre-Seed,US,Visionary,0.879,0.577,0.63,0.42,0.407,36,1,9,0,26,4,0,29911105.74,27945.16,0.256,80860.74,34588.46,0.403,0.023,2,0.628,0.567,0.743,1,0.164,9.731,5,1,0,1,0,492058.46
Sigma Drive,Climate,Seed,US,Visionary,0.835,0.487,0.703,0.361,0.528,28,0,9,0,2,8,2,15368425.26,1637.99,0.079,344258.77,139852.37,20.0,0.115,1,0.342,0.19,0.176,4,0.532,6.048,10,1,0,1,0,3472.4
Vertex Forge,AI/ML,Seed,EU,Visionary,0.968,0.454,0.719,0.547,0.483,30,0,8,0,36,9,0,29828657.91,18739.52,0.109,435837.68,141714.95,5.766,0.114,5,0.248,0.313,0.541,2,0.347,15.605,10,0,0,1,0,19316.79
Aero OS,Bio/Health,Seed,US,Visionary,0.809,0.456,0.577,0.294,0.497,28,0,13,0,28,11,2,6698056.92,12247.32,0.391,3718568.92,82191.66,1.43,0.02,2,0.431,0.23,0.578,2,0.763,8.08,15,1,1,0,1,699796.29
Terra Bio,Fintech,Seed,EU,Engineer,0.653,0.708,0.332,0.553,0.418,31,0,1,0,21,9,3,14309386.72,28643.02,0.311,488724.68,48527.44,0.454,0.238,4,0.3,0.249,0.687,1,0.318,26.17,12,0,0,1,0,58410.76
Eco AI,Hardware,Seed,UK,Engineer,0.6,0.783,0.334,0.666,0.381,29,0,9,1,36,16,0,24900745.56,0.0,0.314,796672.14,77057.89,20.0,0.268,0,0.371,0.317,0.212,2,0.334,12.122,21,0,0,1,0,0.0
Terra AI,AI/ML,Seed,EU,Operator,0.548,0.81,0.524,0.701,0.455,21,0,7,0,22,6,1,2363050.04,5515.41,-0.011,656387.09,67693.08,20.0,0.191,1,0.531,0.222,0.432,3,0.535,15.631,7,1,0,1,0,16111.74
Spark Drive,Hardware,Pre-Seed,EU,Visionary,0.856,0.663,0.602,0.549,0.335,38,0,13,1,1,9,0,99044041.93,10588.78,0.34,268221.06,57658.71,1.335,0.139,4,0.36,0.739,0.451,1,0.0,5.017,11,0,1,1,0,14596.86
Nova Cloud,SaaS,Seed,EU,Operator,0.465,0.83,0.557,0.568,0.379,41,0,7,1,33,23,2,7211951.65,21236.56,0.195,333527.52,81628.4,1.641,0.086,5,0.681,0.215,0.662,3,0.531,8.624,30,0,0,1,0,23377.87
Spark AI,Climate,Seed,SEA,Visionary,0.832,0.417,0.535,0.556,0.451,29,0,7,0,39,20,1,5057283.25,8348.99,0.208,845430.74,32793.38,1.57,0.163,5,0.501,0.4,0.372,1,0.395,14.278,26,1,1,0,1,108888.99
Hyper Logic,Climate,Pre-Seed,EU,Operator,0.628,0.681,0.447,0.43,0.491,39,0,15,0,27,2,1,18946310.67,3382.55,0.063,89457.59,5053.79,1.982,0.221,2,0.301,0.311,0.369,2,0.0,8.118,2,0,0,1,0,9698.57
Spark Works,SaaS,Seed,US,Operator,0.467,0.605,0.561,0.622,0.264,32,0,15,1,29,2,1,16604881.31,30481.29,0.213,520751.65,15785.48,0.203,0.122,2,0.221,0.051,0.547,2,0.495,28.762,2,1,0,0,1,633360.39
Nimbus Pulse,Hardware,Seed,Africa,Salesperson,0.541,0.615,0.863,0.574,0.469,30,0,14,0,30,9,1,31891214.79,1.37,-0.009,286969.45,83778.97,20.0,0.092,0,0.478,0.022,0.509,2,0.63,8.399,11,0,0,1,0,1.72
Hyper Pulse,Bio/Health,Seed,US,Visionary,0.845,0.4,0.56,0.529,0.46,39,0,6,1,21,7,1,15637224.7,12071.45,0.31,351577.98,99959.36,2.224,0.01,4,0.394,0.13,0.109,4,0.175,5.639,8,0,0,1,0,19493.91
Nimbus Stack,SaaS,Seed,US,Visionary,0.645,0.372,0.573,0.485,0.384,38,0,15,1,45,5,1,29865863.26,16373.94,0.179,206194.7,26535.99,0.756,0.173,5,0.332,0.181,0.678,3,0.67,7.566,6,1,0,1,0,90123.5
Nova AI,AI/ML,Seed,US,Visionary,0.684,0.503,0.72,0.402,0.35,24,0,3,1,29,13,1,23207364.26,0.0,0.269,409691.05,118537.86,20.0,0.161,1,0.432,0.415,0.512,1,0.229,5.969,19,0,0,1,0,0.0
Vertex Systems,AI/ML,Seed,India,Operator,0.607,0.774,0.663,0.588,0.52,33,0,12,0,8,3,1,3734936.99,5781.9,-0.25,177565.58,36754.44,20.0,0.113,2,0.412,0.524,0.58,2,0.269,11.001,3,1,0,1,0,5781.9
Quantum Pulse,Hardware,Seed,LatAm,Operator,0.747,0.81,0.52,0.531,0.557,38,0,11,1,26,15,1,14170276.34,21807.2,0.229,1236170.64,80541.42,1.342,0.298,6,0.652,0.052,0.377,2,0.531,11.805,18,1,0,1,0,39897.56
Eco AI,Climate,Seed,Africa,Salesperson,0.604,0.615,0.929,0.544,0.558,38,0,12,0,32,15,1,7802296.73,7747.81,0.201,782936.47,86631.49,4.625,0.131,0,0.616,0.135,0.289,3,0.581,7.172,20,1,1,0,1,262795.78
Urban Logic,Climate,Pre-Seed,India,Engineer,0.658,0.532,0.369,0.484,0.384,34,0,9,1,10,2,0,29971612.56,5975.98,0.168,111157.3,13126.22,1.088,0.21,2,0.669,0.21,0.6,2,0.406,9.148,2,1,0,1,0,14158.23
Nova Drive,Climate,Pre-Seed,UK,Visionary,0.805,0.514,0.659,0.438,0.421,38,0,8,0,15,7,1,47248498.07,0.0,-0.226,185119.46,33978.56,20.0,0.178,4,0.727,0.002,0.71,3,0.521,11.749,7,0,0,1,0,0.0
Terra Bio,Bio/Health,Seed,EU,Visionary,0.955,0.539,0.643,0.535,0.526,37,0,3,1,30,5,2,6549574.88,14433.65,0.537,352981.32,93166.97,1.001,0.059,2,0.599,0.632,0.139,1,0.468,8.848,7,0,0,1,0,99880.31
Vertex Forge,Hardware,Seed,EU,Engineer,0.713,0.728,0.382,0.523,0.369,38,0,10,1,31,14,3,12488215.65,16537.52,0.312,285787.9,126526.98,2.044,0.081,3,0.615,0.476,0.381,3,0.464,6.864,20,1,0,1,0,57182.02
Nimbus Forge,AI/ML,Seed,EU,Visionary,0.827,0.584,0.74,0.455,0.534,31,0,5,1,41,17,1,76478952.45,17709.42,0.066,600414.73,21989.19,1.563,0.156,2,0.734,0.011,0.798,2,0.28,10.153,22,1,0,0,1,365826.26
Atlas Bio,DevTools,Seed,India,Visionary,0.796,0.479,0.608,0.407,0.436,33,0,13,1,23,13,2,8708718.88,35681.87,0.14,1041524.31,74300.77,1.238,0.128,4,0.684,0.125,0.563,2,0.486,7.973,17,1,1,0,1,1238886.4
Zen Drive,SaaS,Seed,SEA,Operator,0.509,0.674,0.549,0.624,0.429,35,0,13,1,20,5,2,3684425.07,24675.56,0.231,314751.44,143429.17,2.101,0.047,5,0.324,0.002,0.542,1,0.356,9.11,6,0,0,1,0,34019.89
Hyper Stack,Hardware,Seed,SEA,Visionary,0.893,0.609,0.788,0.562,0.568,45,0,16,0,27,8,1,6504468.62,0.0,0.232,356552.24,40808.62,20.0,0.206,4,0.536,0.223,0.483,3,0.506,17.829,10,1,0,1,0,0.0
Flow AI,Hardware,Seed,LatAm,Engineer,0.574,0.686,0.265,0.382,0.439,24,0,13,1,25,17,2,85359511.16,0.0,0.141,1256032.22,27983.72,20.0,0.198,5,0.286,0.123,0.401,2,0.568,7.633,23,1,0,1,0,0.0
Hyper Grid,Climate,Pre-Seed,US,Visionary,0.686,0.471,0.508,0.522,0.533,38,0,10,0,8,15,0,13188862.76,4027.39,0.074,41703.25,1716.59,0.478,0.035,3,0.564,0.371,0.711,2,0.273,2.983,19,1,1,0,1,31564.2
Spark Stack,SaaS,Seed,US,Operator,0.572,0.716,0.567,0.49,0.455,32,0,6,1,39,14,1,15715006.0,7266.9,0.411,203370.58,69159.94,1.928,0.079,8,0.67,0.066,0.517,4,0.449,6.786,20,0,0,1,0,56085.45
Terra Dynamics,Bio/Health,Seed,US,Engineer,0.583,0.749,0.355,0.542,0.402,42,0,13,0,38,8,1,4591898.93,9166.77,0.292,509438.28,31468.73,0.981,0.24,1,0.304,0.486,0.777,3,0.353,10.556,11,1,1,0,1,284028.31
Sigma Dynamics,AI/ML,Seed,US,Operator,0.426,0.723,0.557,0.46,0.412,37,0,7,1,15,17,3,9303105.98,11847.91,0.08,335917.67,107308.41,9.38,0.272,2,0.588,0.086,0.58,2,0.513,22.342,22,1,0,1,0,14683.67
Vertex Analytics,Fintech,Pre-Seed,US,Operator,0.577,0.771,0.44,0.644,0.423,46,0,3,0,4,3,1,31768539.03,13241.9,0.227,297606.22,58914.92,1.637,0.162,1,0.49,0.161,0.624,2,0.382,4.952,4,1,0,1,0,37163.44
Urban Systems,Climate,Seed,US,Salesperson,0.66,0.455,0.703,0.637,0.47,26,0,6,1,24,9,2,10557909.25,0.0,0.011,264369.45,116013.89,20.0,0.16,3,0.418,0.476,0.482,2,0.357,21.896,11,0,0,1,0,0.0
Terra Pulse,Fintech,Seed,US,Operator,0.333,0.835,0.516,0.523,0.482,32,1,6,1,33,14,0,10867268.45,4923.41,0.003,447086.82,65839.91,20.0,0.077,3,0.232,0.189,0.728,4,0.223,2.363,16,0,0,1,0,5234.9
Nova Stack,AI/ML,Seed,India,Engineer,0.632,0.601,0.336,0.579,0.441,29,0,15,1,22,15,2,10993997.66,15773.85,0.37,603990.75,90868.6,1.296,0.195,2,0.722,0.141,0.379,2,0.615,6.054,22,1,1,1,0,1161294.68
Vertex Dynamics,DevTools,Seed,SEA,Operator,0.46,0.671,0.445,0.438,0.622,31,0,5,0,30,15,2,20028681.4,14184.07,0.345,128165.08,5575.59,0.095,0.117,0,0.595,0.108,0.955,2,0.278,12.129,21,1,1,0,1,2745202.17
Vertex Systems,Bio/Health,Pre-Seed,US,Salesperson,0.495,0.535,0.688,0.565,0.531,25,0,7,0,28,9,0,26801125.47,5419.03,0.08,121313.13,25247.24,4.878,0.168,1,0.48,0.473,0.908,2,0.557,8.375,11,0,0,1,0,5646.29
Quantum Works,Bio/Health,Seed,India,Engineer,0.694,0.751,0.353,0.498,0.545,24,0,13,1,45,9,2,4116019.11,5456.39,0.425,321665.88,84628.99,3.041,0.109,3,0.494,0.111,0.395,4,0.606,9.26,13,1,1,1,0,32379.51
Urban Grid,Climate,Pre-Seed,EU,Visionary,0.728,0.579,0.703,0.557,0.585,33,0,12,1,19,3,0,14923713.16,20269.86,0.022,254979.56,48335.29,9.051,0.16,5,0.804,0.26,0.158,2,0.38,4.108,3,1,0,1,0,28035.63
Terra OS,SaaS,Seed,UK,Operator,0.677,0.704,0.349,0.534,0.514,31,0,13,0,22,6,1,22289439.48,0.0,0.397,231364.69,48677.26,20.0,0.305,4,0.481,0.238,0.393,2,0.217,15.288,8,0,0,1,0,0.0
Polar Systems,AI/ML,Seed,EU,Visionary,0.821,0.66,0.599,0.603,0.461,32,0,4,1,32,15,0,13877247.2,8854.71,0.173,351141.51,119478.38,6.501,0.047,2,0.45,0.501,0.409,4,0.373,4.774,18,1,1,1,0,24513.98
Hyper Grid,Hardware,Seed,US,Salesperson,0.51,0.422,0.858,0.707,0.472,33,0,10,0,9,13,1,10557307.38,16548.35,0.147,675544.36,73396.3,2.514,0.106,3,0.555,0.049,0.557,2,0.51,16.606,16,1,0,0,1,196948.44
Hyper Drive,Hardware,Pre-Seed,India,Engineer,0.669,0.623,0.357,0.566,0.291,31,0,6,0,26,12,3,42783211.37,1823.06,0.275,122172.02,2799.27,0.466,0.112,1,0.681,0.023,0.43,1,0.475,6.501,16,1,1,0,1,95752.43
Nova Drive,Hardware,Seed,US,Visionary,0.833,0.385,0.581,0.587,0.43,36,0,9,0,29,7,1,8606922.48,17934.48,0.077,192894.73,158038.2,9.498,0.328,6,0.634,0.181,0.352,4,0.198,18.406,8,0,0,1,0,25760.18
Eco Pulse,DevTools,Seed,SEA,Salesperson,0.664,0.587,0.74,0.466,0.492,31,0,9,1,20,21,1,5605022.34,51366.33,0.221,111547.36,115709.71,0.848,0.122,2,0.782,0.532,0.38,2,0.61,6.84,29,1,0,0,1,2576184.35
Zen Drive,Fintech,Seed,EU,Operator,0.579,0.645,0.523,0.552,0.373,44,0,12,0,35,9,3,8895592.56,23494.88,-0.103,691569.68,60451.69,20.0,0.202,4,0.572,0.059,0.299,4,0.027,14.77,10,1,0,1,0,35634.65
Nimbus Bio,Climate,Seed,EU,Salesperson,0.669,0.552,0.781,0.59,0.49,36,0,15,0,17,19,3,7151269.95,0.0,-0.059,668258.02,44805.14,20.0,0.163,3,0.491,0.296,0.431,2,0.225,6.139,22,1,0,1,0,0.0
Urban Analytics,Fintech,Seed,EU,Engineer,0.776,0.734,0.417,0.418,0.525,35,0,14,0,22,14,3,9198728.86,28207.76,0.195,658874.03,115638.45,1.754,0.327,3,0.302,0.144,0.147,3,0.451,8.015,18,1,0,1,0,277911.64
Nova Pulse,Hardware,Seed,US,Visionary,0.904,0.271,0.754,0.432,0.259,35,0,9,0,21,4,0,5014601.84,1091.47,0.009,347073.72,100228.96,20.0,0.263,3,0.405,0.093,0.443,2,0.346,11.743,4,1,0,1,0,3785.62
Aero Pulse,Climate,Seed,US,Engineer,0.599,0.682,0.423,0.68,0.453,43,0,18,0,36,8,1,23702629.36,9863.06,0.145,383583.97,124944.51,7.271,0.096,3,0.475,0.283,0.01,1,0.322,14.348,9,1,1,0,1,116480.11
Terra Works,Bio/Health,Seed,EU,Visionary,0.83,0.544,0.741,0.554,0.433,47,0,8,1,13,13,3,8141216.43,21288.96,0.092,962563.39,145009.37,6.171,0.158,2,0.795,0.173,0.265,3,0.637,19.019,17,0,0,1,0,30033.39
Aero Works,Fintech,Pre-Seed,India,Operator,0.626,0.645,0.514,0.421,0.411,34,0,6,0,11,14,0,11479632.68,32089.5,0.312,158475.97,19164.62,0.159,0.016,4,0.285,0.039,0.413,2,0.119,8.779,17,1,0,0,1,171107.4
Sigma Analytics,DevTools,Seed,India,Engineer,0.608,0.648,0.388,0.626,0.482,27,0,9,1,18,23,1,8677214.03,1393.81,0.198,648075.26,64096.49,19.343,0.182,4,0.66,0.164,0.706,4,0.609,11.903,32,0,0,1,0,2170.18
Aero Stack,Hardware,Seed,US,Engineer,0.49,0.775,0.422,0.556,0.376,36,0,7,1,20,7,3,5573217.91,5272.5,0.264,358162.43,74280.49,4.442,0.298,2,0.561,0.195,0.254,1,0.29,8.888,9,1,0,1,0,8861.46
Eco Drive,Bio/Health,Seed,LatAm,Operator,0.509,0.677,0.543,0.591,0.466,43,0,15,0,28,7,1,9799862.6,21832.65,0.285,104527.68,76575.05,1.026,0.323,3,0.682,0.176,0.54,3,0.219,22.143,9,1,0,0,1,838540.51
Quantum OS,SaaS,Seed,US,Operator,0.451,0.754,0.523,0.509,0.432,33,0,12,0,2,14,2,16039422.08,28929.47,0.142,503852.62,77048.32,1.558,0.126,4,0.319,0.198,0.51,1,0.317,10.983,18,1,0,1,0,70099.25
Zen Dynamics,Bio/Health,Pre-Seed,EU,Visionary,0.772,0.468,0.603,0.45,0.407,32,0,9,1,30,2,0,6650739.58,1491.59,-0.009,86471.67,12939.58,20.0,0.268,1,0.673,0.053,0.383,1,0.346,7.303,2,0,0,1,0,1870.41
Atlas Stack,Climate,Seed,US,Visionary,0.904,0.538,0.577,0.368,0.375,37,0,20,1,20,6,3,16215528.21,15573.14,0.151,244064.89,81498.89,2.896,0.051,6,0.467,0.068,0.268,3,0.546,7.419,7,0,0,1,0,17892.82
Hyper Labs,SaaS,Seed,US,Visionary,0.819,0.497,0.648,0.514,0.585,35,0,6,1,39,9,1,24617049.95,0.0,0.125,159796.64,66242.24,20.0,0.127,5,0.365,0.161,0.031,4,0.31,12.183,10,0,0,1,0,0.0
Aero Grid,Bio/Health,Seed,US,Operator,0.476,0.74,0.424,0.552,0.375,36,0,17,0,34,15,1,5507861.28,12974.33,0.085,572204.17,25929.04,1.954,0.2,2,0.646,0.149,0.506,2,0.649,8.095,20,0,0,1,0,16516.19
Urban Dynamics,SaaS,Seed,India,Visionary,0.754,0.55,0.668,0.488,0.502,26,0,15,1,32,17,2,26021844.97,14216.31,-0.007,259872.59,59934.34,20.0,0.138,1,0.528,0.105,0.701,1,0.512,9.316,22,1,0,0,1,184549.99
Nova Labs,Hardware,Pre-Seed,UK,Engineer,0.711,0.702,0.392,0.512,0.265,29,0,14,1,1,5,0,11311579.12,6209.14,0.085,94089.75,36735.65,5.829,0.16,3,0.583,0.293,0.239,2,0.0,3.575,5,1,0,0,1,56843.87
Aero Labs,AI/ML,Pre-Seed,LatAm,Salesperson,0.555,0.524,0.823,0.611,0.389,32,1,8,0,21,2,1,8607409.78,15874.48,0.195,140477.87,17043.63,0.458,0.087,4,0.562,0.489,0.351,1,0.19,17.903,2,0,0,1,0,38605.35
Aero Logic,DevTools,Pre-Seed,UK,Salesperson,0.518,0.359,0.941,0.697,0.522,43,0,9,1,35,7,0,5726941.01,18430.3,-0.011,493653.06,17078.76,20.0,0.083,4,0.593,0.31,0.203,2,0.13,10.413,8,1,0,1,0,32510.73
Spark OS,Bio/Health,Pre-Seed,US,Operator,0.417,0.766,0.488,0.507,0.367,28,0,8,0,1,9,0,110477063.09,5218.99,0.154,237954.06,1745.34,0.181,0.072,1,0.499,0.235,0.624,2,0.395,7.329,12,1,1,1,0,41112.7
Aero Grid,Hardware,Pre-Seed,Africa,Engineer,0.567,0.57,0.254,0.453,0.382,35,0,10,0,11,15,1,100166347.98,0.0,-0.029,91851.09,88103.91,20.0,0.264,1,0.656,0.028,0.453,2,0.106,6.401,19,0,0,1,0,0.0
Zen Works,Fintech,Seed,EU,Engineer,0.458,0.771,0.422,0.482,0.395,34,0,13,0,21,14,3,8745202.02,15974.86,0.423,569778.56,49865.25,0.615,0.111,2,0.405,0.184,0.416,1,0.275,17.739,19,1,1,1,0,260959.6
Vertex Dynamics,Climate,Seed,EU,Visionary,0.851,0.521,0.734,0.349,0.374,23,0,10,1,24,12,0,50118774.98,18326.84,-0.107,407356.89,170213.78,20.0,0.101,1,0.563,0.17,0.454,2,0.574,5.982,14,0,0,1,0,26163.42
Sigma Pulse,AI/ML,Pre-Seed,US,Visionary,0.703,0.72,0.716,0.554,0.457,37,0,12,0,15,3,1,38066882.44,2591.43,-0.001,89382.22,46578.36,20.0,0.136,4,0.381,0.102,0.407,1,0.246,6.093,3,0,0,1,0,3093.98
Atlas Bio,SaaS,Pre-Seed,SEA,Visionary,0.792,0.332,0.757,0.481,0.408,39,0,8,0,5,3,0,21829518.49,5499.16,-0.072,191554.77,42382.25,20.0,0.091,6,0.391,0.045,0.498,2,0.237,9.274,3,0,1,1,0,6215.31
Atlas Works,Climate,Pre-Seed,US,Salesperson,0.645,0.453,0.771,0.597,0.591,21,0,15,1,3,9,0,9676099.04,22469.4,0.182,575623.35,37959.05,0.776,0.083,7,0.565,0.161,0.709,1,0.14,5.51,10,1,0,1,0,43090.5
Zen Pulse,Bio/Health,Pre-Seed,US,Operator,0.553,0.797,0.455,0.609,0.512,33,0,3,1,37,3,0,11769887.31,3489.19,0.194,239855.73,65956.05,8.125,0.148,1,0.362,0.238,0.554,2,0.357,15.02,4,1,0,1,0,18189.73
Atlas Forge,SaaS,Pre-Seed,US,Visionary,0.745,0.421,0.668,0.486,0.501,41,0,10,0,13,2,1,12070300.08,11108.32,-0.003,180245.55,74380.46,20.0,0.138,4,0.649,0.1,0.671,1,0.525,19.088,2,0,0,1,0,11931.71
Quantum Cloud,Fintech,Seed,US,Operator,0.623,0.783,0.497,0.588,0.39,33,0,16,1,35,13,3,8557274.18,26408.17,-0.071,449009.94,65691.83,20.0,0.144,6,0.37,0.147,0.347,4,0.361,19.553,15,0,0,1,0,28127.43
Nimbus Systems,AI/ML,Seed,US,Operator,0.493,0.766,0.387,0.539,0.662,26,0,13,0,27,11,1,8261431.25,16948.71,0.172,1095973.68,74988.97,2.148,0.162,3,0.495,0.502,0.414,2,0.455,10.739,13,1,1,0,1,451238.09
Sigma Logic,AI/ML,Seed,US,Visionary,0.87,0.497,0.744,0.426,0.607,40,0,14,0,36,19,1,3262556.36,13456.54,0.174,689142.63,63455.65,2.262,0.225,1,0.578,0.244,0.474,3,0.264,5.179,22,1,0,0,1,516676.06
Aero Stack,AI/ML,Pre-Seed,UK,Engineer,0.683,0.713,0.431,0.529,0.504,22,0,8,0,10,10,0,6098269.38,26759.2,0.121,105485.36,4781.32,0.123,0.132,3,0.547,0.018,0.801,3,0.395,7.26,13,1,0,0,1,185980.45
Zen Bio,DevTools,Seed,EU,Operator,0.613,0.644,0.668,0.523,0.491,43,1,12,0,17,18,2,5988063.48,14625.59,0.221,686116.88,42717.49,1.099,0.12,2,0.51,0.173,0.468,3,0.584,12.283,24,1,1,0,1,427942.66
Aero Logic,Climate,Seed,EU,Operator,0.46,0.644,0.518,0.477,0.51,40,0,16,0,17,11,3,18204547.57,7606.22,0.082,354534.46,30311.3,4.064,0.182,1,0.491,0.668,0.344,2,0.237,24.689,14,1,0,1,0,18032.11
Zen Logic,Bio/Health,Pre-Seed,US,Visionary,0.808,0.643,0.901,0.472,0.38,20,0,6,0,12,2,0,10506161.53,19537.02,0.22,154818.77,55420.16,1.075,0.144,3,0.476,0.118,0.652,3,0.227,11.405,2,1,1,0,1,457437.42
Urban Grid,Bio/Health,Pre-Seed,US,Visionary,0.717,0.612,0.517,0.477,0.532,37,0,12,1,40,3,1,5336244.52,6487.98,0.336,152534.75,6732.66,0.258,0.09,3,0.393,0.107,1.0,1,0.192,7.401,4,1,1,0,1,474108.7
Atlas AI,AI/ML,Pre-Seed,India,Operator,0.509,0.733,0.465,0.398,0.465,30,0,3,1,17,3,1,38517224.15,20372.68,0.291,140701.9,4897.73,0.069,0.154,1,0.445,0.071,0.33,1,0.415,7.548,3,0,0,1,0,22271.62
Spark Drive,Fintech,Seed,US,Engineer,0.594,0.591,0.363,0.478,0.39,31,0,13,1,32,12,1,10795390.7,18794.87,0.183,296853.72,88057.57,2.134,0.01,5,0.326,0.077,0.233,1,0.917,4.75,13,1,0,1,0,19016.89
Quantum OS,Fintech,Pre-Seed,US,Operator,0.548,0.725,0.646,0.667,0.399,45,0,11,1,21,8,0,12566868.12,25432.49,0.373,170955.66,50460.1,0.443,0.283,4,0.713,0.084,0.1,1,0.0,11.172,11,1,0,1,0,190028.62
Atlas Analytics,AI/ML,Seed,EU,Engineer,0.612,0.787,0.431,0.568,0.52,40,0,13,1,27,7,1,8840550.01,41958.9,0.081,293514.88,71364.77,1.749,0.128,1,0.419,0.229,0.093,3,0.338,9.782,8,0,0,1,0,43143.68
Aero Dynamics,Climate,Seed,UK,Operator,0.745,0.855,0.599,0.494,0.212,39,0,16,0,17,7,2,53113340.76,3013.4,0.196,183636.67,71784.62,10.151,0.136,4,0.602,0.197,0.437,1,0.676,12.488,8,1,0,1,0,3553.06
Quantum Labs,Climate,Pre-Seed,EU,Operator,0.424,0.777,0.599,0.542,0.436,37,0,7,0,19,2,1,4559730.59,8600.55,0.11,530558.6,14056.68,1.242,0.197,2,0.208,0.427,0.28,2,0.37,7.74,2,1,1,0,1,78272.83
Aero Works,SaaS,Pre-Seed,EU,Visionary,0.748,0.518,0.629,0.421,0.534,34,0,6,1,22,9,1,6906416.34,6583.74,0.185,64927.84,15.47,0.001,0.155,3,0.396,0.077,0.343,1,0.461,5.573,11,0,0,1,0,8358.81
Spark AI,DevTools,Seed,EU,Visionary,0.716,0.486,0.629,0.554,0.593,27,0,16,0,30,12,2,18397793.43,29803.85,0.141,269140.32,69384.48,1.371,0.137,6,0.758,0.258,0.411,1,0.322,9.372,14,0,0,1,0,31312.91
Flow Analytics,AI/ML,Seed,US,Visionary,0.89,0.459,0.7,0.471,0.51,31,0,9,1,33,6,2,9818239.32,12264.45,-0.265,169758.91,131493.52,20.0,0.275,2,0.535,0.064,0.136,3,0.457,20.957,6,0,0,1,0,13544.87
Quantum Systems,Hardware,Pre-Seed,US,Visionary,0.78,0.399,0.607,0.468,0.612,31,0,13,0,1,4,0,5706469.04,0.0,0.075,71203.62,49534.07,20.0,0.24,3,0.479,0.054,0.248,2,0.541,16.322,4,0,0,1,0,0.0
Flow Stack,DevTools,Seed,US,Operator,0.679,0.783,0.533,0.529,0.319,31,0,12,1,22,2,2,16645266.67,31311.16,0.188,1310915.06,69724.05,0.988,0.29,4,0.647,0.511,0.576,2,0.0,19.056,2,1,0,1,0,56196.78
Atlas Stack,DevTools,Pre-Seed,UK,Operator,0.413,0.723,0.436,0.495,0.361,30,0,21,1,26,4,1,7967028.55,17366.35,-0.006,57653.76,59225.99,20.0,0.153,7,0.377,0.006,0.488,1,0.149,19.622,4,0,0,1,0,19895.84
Terra Forge,DevTools,Pre-Seed,EU,Visionary,0.803,0.581,0.681,0.428,0.427,31,0,1,1,14,8,1,6955468.65,7543.14,0.163,130740.13,49064.19,3.332,0.035,5,0.643,0.479,0.608,1,0.522,9.817,9,1,0,1,0,23715.46
Polar Works,Climate,Pre-Seed,US,Engineer,0.572,0.711,0.383,0.651,0.35,36,0,4,0,10,2,1,12087936.75,0.0,0.039,232199.82,84542.6,20.0,0.272,1,0.34,0.157,0.494,1,0.051,5.82,2,1,0,1,0,0.0
Polar Works,Bio/Health,Seed,US,Visionary,0.831,0.518,0.719,0.537,0.411,38,0,19,1,1,14,0,31485128.0,13952.71,0.306,261737.06,103243.44,2.018,0.091,2,0.641,0.339,0.717,2,0.6,8.312,19,1,1,0,1,522632.99
Vertex Bio,DevTools,Pre-Seed,US,Engineer,0.643,0.684,0.412,0.448,0.306,37,0,11,1,21,2,0,16145685.17,0.0,0.174,163491.36,37628.06,20.0,0.04,4,0.47,0.169,0.351,2,0.179,11.0,2,0,0,1,0,0.0
Sigma Stack,Fintech,Seed,US,Visionary,0.721,0.476,0.597,0.381,0.484,27,0,12,1,17,14,1,43916486.63,17350.74,0.395,167628.88,57816.05,0.704,0.138,2,0.358,0.466,0.565,4,0.47,13.283,20,0,0,1,0,35157.27
